CompanyName, CompanyNumber,RegAddress.CareOf,RegAddress.POBox,RegAddress.AddressLine1, RegAddress.AddressLine2,RegAddress.PostTown,RegAddress.County,RegAddress.Country,RegAddress.PostCode,CompanyCategory,CompanyStatus,CountryOfOrigin,DissolutionDate,IncorporationDate,Accounts.AccountRefDay,Accounts.AccountRefMonth,Accounts.NextDueDate,Accounts.LastMadeUpDate,Accounts.AccountCategory,Returns.NextDueDate,Returns.LastMadeUpDate,Mortgages.NumMortCharges,Mortgages.NumMortOutstanding,Mortgages.NumMortPartSatisfied,Mortgages.NumMortSatisfied,SICCode.SicText_1,SICCode.SicText_2,SICCode.SicText_3,SICCode.SicText_4,LimitedPartnerships.NumGenPartners,LimitedPartnerships.NumLimPartners,URI,PreviousName_1.CONDATE, PreviousName_1.CompanyName, PreviousName_2.CONDATE, PreviousName_2.CompanyName,PreviousName_3.CONDATE, PreviousName_3.CompanyName,PreviousName_4.CONDATE, PreviousName_4.CompanyName,PreviousName_5.CONDATE, PreviousName_5.CompanyName,PreviousName_6.CONDATE, PreviousName_6.CompanyName,PreviousName_7.CONDATE, PreviousName_7.CompanyName,PreviousName_8.CONDATE, PreviousName_8.CompanyName,PreviousName_9.CONDATE, PreviousName_9.CompanyName,PreviousName_10.CONDATE, PreviousName_10.CompanyName,ConfStmtNextDueDate, ConfStmtLastMadeUpDate
MEDIMAXX GROUP LIMITED,15325974,,,80 OLD LANE,,MANCHESTER,,ENGLAND,M11 1DE,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,59112 - Video production activities,68100 - Buying and selling of own real estate,68209 - Other letting and operating of own or leased real estate,86210 - General medical practice activities,0,0,http://business.data.gov.uk/id/company/15325974,,,,,,,,,,,,,,,,,,,,,17/12/2024,
MEDMATICS LIMITED,15325747,,,124 CITY ROAD,,LONDON,,UNITED KINGDOM,EC1V 2NX,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,62012 - Business and domestic software development,62020 - Information technology consultancy activities,,,0,0,http://business.data.gov.uk/id/company/15325747,,,,,,,,,,,,,,,,,,,,,17/12/2024,
MEDUSA SERVICES LIMITED,15325848,,,4 HAYHURST ROAD,,LUTON,,ENGLAND,LU4 0BZ,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,81222 - Specialised cleaning services,,,,0,0,http://business.data.gov.uk/id/company/15325848,,,,,,,,,,,,,,,,,,,,,17/12/2024,
MELODY HEALTHCARE SOLUTIONS LTD,15325874,,,45 RAINSFORD LANE,,CHELMSFORD,ESSEX,UNITED KINGDOM,CM1 2QS,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,86900 - Other human health activities,,,,0,0,http://business.data.gov.uk/id/company/15325874,,,,,,,,,,,,,,,,,,,,,17/12/2024,
MENG YAN CO LIMITED,15325739,,,71-75 SHELTON STREET,,LONDON,,ENGLAND,WC2H 9JQ,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,68100 - Buying and selling of own real estate,68209 - Other letting and operating of own or leased real estate,,,0,0,http://business.data.gov.uk/id/company/15325739,,,,,,,,,,,,,,,,,,,,,17/12/2024,
MENGLI TRADE LTD,15325334,,,15 WARWICK ROAD,,STRATFORD UPON AVON,WARWICKSHIRE,UNITED KINGDOM,CV37 6YW,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,47910 - Retail sale via mail order houses or via Internet,,,,0,0,http://business.data.gov.uk/id/company/15325334,,,,,,,,,,,,,,,,,,,,,17/12/2024,
MFG HOLDINGS (HT) LIMITED,15326091,,,71-75 SHELTON STREET,COVENT GARDEN,LONDON,,UNITED KINGDOM,WC2H 9JQ,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,96090 - Other service activities n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/15326091,,,,,,,,,,,,,,,,,,,,,17/12/2024,
MHE PROPERTIES LTD,15325575,,,30 DORIS ROAD,SPARKHILL,BIRMINGHAM,,ENGLAND,B11 4NE,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,68100 - Buying and selling of own real estate,68209 - Other letting and operating of own or leased real estate,68320 - Management of real estate on a fee or contract basis,,0,0,http://business.data.gov.uk/id/company/15325575,,,,,,,,,,,,,,,,,,,,,17/12/2024,
MI ACCOUNTANCY LIMITED,15325966,,,OAK BARNS,LEE BROCKHURST,SHREWSBURY,,UNITED KINGDOM,SY4 5QG,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,69201 - Accounting and auditing activities,,,,0,0,http://business.data.gov.uk/id/company/15325966,,,,,,,,,,,,,,,,,,,,,17/12/2024,
MIDLAND PLANT/LIFTING INSPECTIONS LIMITED,15326110,,,5 KING STREET,,BRIERLEY HILL,WEST MIDLANDS,UNITED KINGDOM,DY5 2DH,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,33170 - Repair and maintenance of other transport equipment n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/15326110,,,,,,,,,,,,,,,,,,,,,17/12/2024,
MIKEONTRACK224 LIMITED,15325383,,,3 POYNTER ROAD,,ENFIELD,,ENGLAND,EN1 1DN,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,42120 - Construction of railways and underground railways,,,,0,0,http://business.data.gov.uk/id/company/15325383,,,,,,,,,,,,,,,,,,,,,17/12/2024,
MINDED LTD,15325363,,,190 MIDANBURY LANE,,SOUTHAMPTON,,ENGLAND,SO18 4GX,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,86900 - Other human health activities,,,,0,0,http://business.data.gov.uk/id/company/15325363,,,,,,,,,,,,,,,,,,,,,17/12/2024,
MINI HAVEN LTD,15325764,,,71-75 SHELTON STREET,COVENT GARDEN,LONDON,,UNITED KINGDOM,WC2H 9JQ,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,63990 - Other information service activities n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/15325764,,,,,,,,,,,,,,,,,,,,,17/12/2024,
MJM PLANNING SERVICES LIMITED,15326018,,,UNIT F WHITEACRES,CAMBRIDGE ROAD,WHETSTONE,LEICESTERSHIRE,UNITED KINGDOM,LE8 6ZG,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,71112 - Urban planning and landscape architectural activities,,,,0,0,http://business.data.gov.uk/id/company/15326018,,,,,,,,,,,,,,,,,,,,,17/12/2024,
MKD SOUTHBOURNE LIMITED,15325815,,,17 PENNINE PARADE,PENNINE DRIVE,LONDON,,UNITED KINGDOM,NW2 1NT,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,68100 - Buying and selling of own real estate,68209 - Other letting and operating of own or leased real estate,,,0,0,http://business.data.gov.uk/id/company/15325815,,,,,,,,,,,,,,,,,,,,,17/12/2024,
MOBBERLEY COTTAGE CATTERY LTD,15325745,,,2 STATION COTTAGES STATION ROAD,MOBBERLEY,KNUTSFORD,,ENGLAND,WA16 6LA,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,01621 - Farm animal boarding and care,,,,0,0,http://business.data.gov.uk/id/company/15325745,,,,,,,,,,,,,,,,,,,,,17/12/2024,
MODCON SOLUTIONS LIMITED,15325956,,,130 TREHERNE ROAD,,COVENTRY,,ENGLAND,CV6 3DY,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,47910 - Retail sale via mail order houses or via Internet,,,,0,0,http://business.data.gov.uk/id/company/15325956,,,,,,,,,,,,,,,,,,,,,17/12/2024,
MODERN ALTERNATIVE PROVISION LTD,15325808,,,49 TRAFALGAR STREET,,CARLISLE,,UNITED KINGDOM,CA2 5XX,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,85590 - Other education n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/15325808,,,,,,,,,,,,,,,,,,,,,17/12/2024,
MOHAMMED SHEMIL LIMITED,15325297,,,FLAT 186B,LONDON ROAD,CROYDON,,ENGLAND,CR0 2TE,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,"43220 - Plumbing, heat and air-conditioning installation",,,,0,0,http://business.data.gov.uk/id/company/15325297,,,,,,,,,,,,,,,,,,,,,17/12/2024,
MOIRA GRACE LANGLANDS EDUCATION SUPPORT LIMITED,15325756,,,MOLE MANOR,WESTONBIRT,TETBURY,,ENGLAND,GL8 8QT,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)",Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,85421 - First-degree level higher education,,,,0,0,http://business.data.gov.uk/id/company/15325756,,,,,,,,,,,,,,,,,,,,,17/12/2024,
MOONO TRADING LIMITED,NI705826,,,UNIT ( 1162 ) 54 BLOOMFIELD AVE,MOAT HOUSE BUSINESS CENTRE,BELFAST,NORTHERN IRELAND,UNITED KINGDOM,BT5 5AD,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,47910 - Retail sale via mail order houses or via Internet,,,,0,0,http://business.data.gov.uk/id/company/NI705826,,,,,,,,,,,,,,,,,,,,,17/12/2024,
MOPOTOTOLI LTD,15326077,,,"7 CORONATION ROAD, DEPHNA HOUSE, LAUNCHESE #105",,LONDON,,UNITED KINGDOM,NW10 7PQ,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,"01110 - Growing of cereals (except rice), leguminous crops and oil seeds",01120 - Growing of rice,"01130 - Growing of vegetables and melons, roots and tubers",01140 - Growing of sugar cane,0,0,http://business.data.gov.uk/id/company/15326077,,,,,,,,,,,,,,,,,,,,,17/12/2024,
MOPUTAMAS LTD,15326065,,,"7 CORONATION ROAD, DEPHNA HOUSE, LAUNCHESE #105",,LONDON,,UNITED KINGDOM,NW10 7PQ,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,"01110 - Growing of cereals (except rice), leguminous crops and oil seeds",01120 - Growing of rice,"01130 - Growing of vegetables and melons, roots and tubers",01140 - Growing of sugar cane,0,0,http://business.data.gov.uk/id/company/15326065,,,,,,,,,,,,,,,,,,,,,17/12/2024,
MORKANDO PROPERTIES LTD,15325854,,,20 WENLOCK ROAD,,LONDON,,ENGLAND,N1 7GU,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,68100 - Buying and selling of own real estate,68201 - Renting and operating of Housing Association real estate,68209 - Other letting and operating of own or leased real estate,68320 - Management of real estate on a fee or contract basis,0,0,http://business.data.gov.uk/id/company/15325854,,,,,,,,,,,,,,,,,,,,,17/12/2024,
MOTOR TRADE AUCTIONS LIMITED,15325413,,,UNITS 1-3 FOXWOOD ROAD,SHEEPBRIDGE TRADING ESTATE,CHESTERFIELD,DERBYSHIRE,UNITED KINGDOM,S41 9RF,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,45112 - Sale of used cars and light motor vehicles,,,,0,0,http://business.data.gov.uk/id/company/15325413,,,,,,,,,,,,,,,,,,,,,17/12/2024,
MOUNRAJ PERIYANNAN LIMITED,15325627,,,143B BRIGHTWELL AVENUE,,WESTCLIFF ON SEA,,UNITED KINGDOM,SS0 9EQ,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,41201 - Construction of commercial buildings,,,,0,0,http://business.data.gov.uk/id/company/15325627,,,,,,,,,,,,,,,,,,,,,17/12/2024,
MR ELECTRIC MAN LTD,15325797,,,11 PENYGRAIG TERRACE,,PONT-Y-PWL,TORFAEN,UNITED KINGDOM,NP4 5JS,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,43999 - Other specialised construction activities n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/15325797,,,,,,,,,,,,,,,,,,,,,17/12/2024,
MR INOV LTD,15325316,,,46 LION ROAD,,LONDON,,ENGLAND,N9 9DW,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,"47110 - Retail sale in non-specialised stores with food, beverages or tobacco predominating",,,,0,0,http://business.data.gov.uk/id/company/15325316,,,,,,,,,,,,,,,,,,,,,17/12/2024,
MR WINSTON HOODIE LTD,15325801,,,CALICO HOUSE,PRINTWORKS LANE,MANCHESTER,,ENGLAND,M19 3JP,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,46420 - Wholesale of clothing and footwear,,,,0,0,http://business.data.gov.uk/id/company/15325801,,,,,,,,,,,,,,,,,,,,,17/12/2024,
MRS INKED UK LIMITED,15326125,,,1 CHAPEL HILL COURT,,SLEAFORD,LINCOLNSHIRE,UNITED KINGDOM,NG34 7FG,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,73120 - Media representation services,,,,0,0,http://business.data.gov.uk/id/company/15326125,,,,,,,,,,,,,,,,,,,,,17/12/2024,
MRTMT LIMITED,15325952,,,FLAT 302 MAYPOLE COURT,44 GEOFF CADE WAY,LONDON,,ENGLAND,E3 4RP,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,62020 - Information technology consultancy activities,,,,0,0,http://business.data.gov.uk/id/company/15325952,,,,,,,,,,,,,,,,,,,,,17/12/2024,
MSC BUILDING SERVICES AND MAINTENANCE LTD,15325346,,,GARAGE,4 THE TILTWOOD,ACTON,,ENGLAND,W3 6HG,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,41100 - Development of building projects,41201 - Construction of commercial buildings,41202 - Construction of domestic buildings,43999 - Other specialised construction activities n.e.c.,0,0,http://business.data.gov.uk/id/company/15325346,,,,,,,,,,,,,,,,,,,,,17/12/2024,
MUDEYI SERVICES LTD,15325895,,,27 CANONS GROVE,,MANCHESTER,,ENGLAND,M40 8PF,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,49410 - Freight transport by road,,,,0,0,http://business.data.gov.uk/id/company/15325895,,,,,,,,,,,,,,,,,,,,,17/12/2024,
MUNHIWASNEAKERS LTD,15325576,,,FLAT 6 HYDE PARK HOUSE,HYDE PARK ROAD,SOUTHSEA,,ENGLAND,PO5 4HP,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,47710 - Retail sale of clothing in specialised stores,,,,0,0,http://business.data.gov.uk/id/company/15325576,,,,,,,,,,,,,,,,,,,,,17/12/2024,
MUSSATI CONSTRUCTION & BUILDING LIMITED,15325289,,,30 CONSTANCE GROVE,,DARTFORD,,ENGLAND,DA1 2GA,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,41201 - Construction of commercial buildings,41202 - Construction of domestic buildings,81299 - Other cleaning services,,0,0,http://business.data.gov.uk/id/company/15325289,,,,,,,,,,,,,,,,,,,,,17/12/2024,
MVR SOLAR SOLUTIONS LTD,15326131,,,"UNIT 4, A & B MARINER WAY",FELNEX INDUSTRIAL ESTATE,NEWPORT,SOUTH WALES,UNITED KINGDOM,NP19 4PQ,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,43210 - Electrical installation,43290 - Other construction installation,,,0,0,http://business.data.gov.uk/id/company/15326131,,,,,,,,,,,,,,,,,,,,,17/12/2024,
MWALIMU NYERERE ENDOWMENT FUND LTD,15325651,,,71-75 SHELTON STREET,COVENT GARDEN,LONDON,,UNITED KINGDOM,WC2H 9JQ,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,85600 - Educational support services,88990 - Other social work activities without accommodation n.e.c.,,,0,0,http://business.data.gov.uk/id/company/15325651,,,,,,,,,,,,,,,,,,,,,17/12/2024,
MYSPORTS COMMUNITY LTD,15325915,,,128 CITY ROAD,,LONDON,,UNITED KINGDOM,EC1V 2NX,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,62012 - Business and domestic software development,62090 - Other information technology service activities,,,0,0,http://business.data.gov.uk/id/company/15325915,,,,,,,,,,,,,,,,,,,,,17/12/2024,
MYSTERIOUS FLOWER LIMITED,15326032,,,182 BAGNALL STREET,GOLDS HILL,WEST BROMWICH,,ENGLAND,B70 0TS,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,"47760 - Retail sale of flowers, plants, seeds, fertilizers, pet animals and pet food in specialised stores",,,,0,0,http://business.data.gov.uk/id/company/15326032,,,,,,,,,,,,,,,,,,,,,17/12/2024,
MYSTICAL SOUL SANCTUARY LTD.,15325872,,,26 ASHEY ROAD,,RYDE,ISLE OF WIGHT,UNITED KINGDOM,PO33 2UW,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,85600 - Educational support services,96040 - Physical well-being activities,,,0,0,http://business.data.gov.uk/id/company/15325872,,,,,,,,,,,,,,,,,,,,,17/12/2024,
N0BAR MEDIA LIMITED,15326049,,,FLAT 1 THANET COURT NAILSWORTH CRESCENT,MERSTHAM,REDHILL,,ENGLAND,RH1 3FY,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,85590 - Other education n.e.c.,90030 - Artistic creation,96090 - Other service activities n.e.c.,,0,0,http://business.data.gov.uk/id/company/15326049,,,,,,,,,,,,,,,,,,,,,17/12/2024,
NABIVATA LIMITED,15325772,,,HAMILTON HOUSE,4A THE AVENUE,LONDON,,ENGLAND,E4 9LD,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,68209 - Other letting and operating of own or leased real estate,,,,0,0,http://business.data.gov.uk/id/company/15325772,,,,,,,,,,,,,,,,,,,,,17/12/2024,
NARGIS GENERAL LTD,15325894,,,OFFICE 5185,321-323 HIGH ROAD,CHADWELL HEATH,ESSEX,UNITED KINGDOM,RM6 6AX,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,"47990 - Other retail sale not in stores, stalls or markets",,,,0,0,http://business.data.gov.uk/id/company/15325894,,,,,,,,,,,,,,,,,,,,,17/12/2024,
NASAR ABBAS LTD,15325622,,,63-66 HATTON GARDEN,,LONDON,,ENGLAND,EC1N 8LE,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,47910 - Retail sale via mail order houses or via Internet,,,,0,0,http://business.data.gov.uk/id/company/15325622,,,,,,,,,,,,,,,,,,,,,17/12/2024,
NASH MILLS WHARF RTM COMPANY LIMITED,15325675,,,"THE RTM COMPANY, FLAT 5 ELMSLIE COURT",GREENACRES,LONDON,,ENGLAND,SE9 5BB,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)",Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,98000 - Residents property management,,,,0,0,http://business.data.gov.uk/id/company/15325675,,,,,,,,,,,,,,,,,,,,,17/12/2024,
NATIONAL FORESTRY LTD,15325640,,,45 BACKSTONE WAY,,ILKLEY,,ENGLAND,LS29 8NJ,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,47190 - Other retail sale in non-specialised stores,,,,0,0,http://business.data.gov.uk/id/company/15325640,,,,,,,,,,,,,,,,,,,,,17/12/2024,
NAWAB HOLDING LTD,15326083,,,20 WENLOCK ROAD,,LONDON,,ENGLAND,N1 7GU,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,68209 - Other letting and operating of own or leased real estate,,,,0,0,http://business.data.gov.uk/id/company/15326083,,,,,,,,,,,,,,,,,,,,,17/12/2024,
NAYEL INTERNATIONAL LTD,15326006,,,MUHAMMAD WAQAR,"52, OXFORD CLOSE,",BIRMINGHAM,,UNITED KINGDOM,B8 2JE,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,47910 - Retail sale via mail order houses or via Internet,,,,0,0,http://business.data.gov.uk/id/company/15326006,,,,,,,,,,,,,,,,,,,,,17/12/2024,
NEEDA BANO TRADERS ECOM LIMITED,15325921,,,FLAT 4 CREATIVE LOFTS,15 NORTHUMBERLAND STREET,HUDDERSFIELD,,ENGLAND,HD1 1RL,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,"47990 - Other retail sale not in stores, stalls or markets",,,,0,0,http://business.data.gov.uk/id/company/15325921,,,,,,,,,,,,,,,,,,,,,17/12/2024,
NEEDMEED LTD,15325750,,,2 FREDERICK STREET,KINGS CROSS,LONDON,,UNITED KINGDOM,WC1X 0ND,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,46440 - Wholesale of china and glassware and cleaning materials,46499 - Wholesale of household goods (other than musical instruments) n.e.c.,47540 - Retail sale of electrical household appliances in specialised stores,"47640 - Retail sale of sports goods, fishing gear, camping goods, boats and bicycles",0,0,http://business.data.gov.uk/id/company/15325750,,,,,,,,,,,,,,,,,,,,,17/12/2024,
NEELIE LTD,15325700,,,POLHILL BUSINESS CENTRE LONDON ROAD,POLHILL,HALSTEAD,,UNITED KINGDOM,TN14 7AA,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,82990 - Other business support service activities n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/15325700,,,,,,,,,,,,,,,,,,,,,17/12/2024,
NEPTUNE FUTURE LTD,15325332,,,BRUNSWICK BUSINESS SERVICES LTD,1 TOWERFIELD CLOSE,SOUTHEND-ON-SEA,ESSEX,UNITED KINGDOM,SS3 9QP,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,64999 - Financial intermediation not elsewhere classified,,,,0,0,http://business.data.gov.uk/id/company/15325332,,,,,,,,,,,,,,,,,,,,,17/12/2024,
NEURODIVERGENCE LTD,15325788,,,3 FORTON GLADE,,NEWPORT,,ENGLAND,TF10 8BP,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,86900 - Other human health activities,,,,0,0,http://business.data.gov.uk/id/company/15325788,,,,,,,,,,,,,,,,,,,,,17/12/2024,
NEURODIVERGENCE SUPPORT LTD,15325787,,,3 FORTON GLADE,,NEWPORT,,ENGLAND,TF10 8BP,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,86900 - Other human health activities,,,,0,0,http://business.data.gov.uk/id/company/15325787,,,,,,,,,,,,,,,,,,,,,17/12/2024,
NEVOM CONSULTANCY LTD,15325444,,,17 AMERSHAM PARK ROAD,,SALFORD,,ENGLAND,M6 5TQ,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,70229 - Management consultancy activities other than financial management,,,,0,0,http://business.data.gov.uk/id/company/15325444,,,,,,,,,,,,,,,,,,,,,17/12/2024,
NEW CHAPI HOUSE LTD,15325305,,,85 GREAT PORTLAND STREET,,LONDON,,ENGLAND,W1W 7LT,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,64306 - Activities of real estate investment trusts,,,,0,0,http://business.data.gov.uk/id/company/15325305,,,,,,,,,,,,,,,,,,,,,17/12/2024,
NEW FAVOR GROUP LTD,15325975,,,23 WESTGATE ST,,IPSWICH,,UNITED KINGDOM,IP1 3DR,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,46320 - Wholesale of meat and meat products,46360 - Wholesale of sugar and chocolate and sugar confectionery,47910 - Retail sale via mail order houses or via Internet,56290 - Other food services,0,0,http://business.data.gov.uk/id/company/15325975,,,,,,,,,,,,,,,,,,,,,17/12/2024,
NEWNHAM CLOSE INVEST LTD,15325418,,,13 DENVER ROAD,,LONDON,,ENGLAND,N16 5JL,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,68100 - Buying and selling of own real estate,,,,0,0,http://business.data.gov.uk/id/company/15325418,,,,,,,,,,,,,,,,,,,,,17/12/2024,
