CompanyName, CompanyNumber,RegAddress.CareOf,RegAddress.POBox,RegAddress.AddressLine1, RegAddress.AddressLine2,RegAddress.PostTown,RegAddress.County,RegAddress.Country,RegAddress.PostCode,CompanyCategory,CompanyStatus,CountryOfOrigin,DissolutionDate,IncorporationDate,Accounts.AccountRefDay,Accounts.AccountRefMonth,Accounts.NextDueDate,Accounts.LastMadeUpDate,Accounts.AccountCategory,Returns.NextDueDate,Returns.LastMadeUpDate,Mortgages.NumMortCharges,Mortgages.NumMortOutstanding,Mortgages.NumMortPartSatisfied,Mortgages.NumMortSatisfied,SICCode.SicText_1,SICCode.SicText_2,SICCode.SicText_3,SICCode.SicText_4,LimitedPartnerships.NumGenPartners,LimitedPartnerships.NumLimPartners,URI,PreviousName_1.CONDATE, PreviousName_1.CompanyName, PreviousName_2.CONDATE, PreviousName_2.CompanyName,PreviousName_3.CONDATE, PreviousName_3.CompanyName,PreviousName_4.CONDATE, PreviousName_4.CompanyName,PreviousName_5.CONDATE, PreviousName_5.CompanyName,PreviousName_6.CONDATE, PreviousName_6.CompanyName,PreviousName_7.CONDATE, PreviousName_7.CompanyName,PreviousName_8.CONDATE, PreviousName_8.CompanyName,PreviousName_9.CONDATE, PreviousName_9.CompanyName,PreviousName_10.CONDATE, PreviousName_10.CompanyName,ConfStmtNextDueDate, ConfStmtLastMadeUpDate
LANCASHIRE HOTELS LTD,15326156,,,ROYAL KINGS ARMS HOTEL,75 MARKET STREET,LANCASTER,LANCASHIRE,ENGLAND,LA1 1JG,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,55100 - Hotels and similar accommodation,,,,0,0,http://business.data.gov.uk/id/company/15326156,,,,,,,,,,,,,,,,,,,,,17/12/2024,
LAND OF FURNITURE LTD,15325864,,,UNIT-9 GEMINI BUSINESS PARK,SHEEPSCAR WAY,LEEDS,,UNITED KINGDOM,LS7 3JB,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,"47599 - Retail of furniture, lighting, and similar (not musical instruments or scores) in specialised store",,,,0,0,http://business.data.gov.uk/id/company/15325864,,,,,,,,,,,,,,,,,,,,,17/12/2024,
LEE FASHIONS LIMITED,15325950,,,UNIT 10 PERIOD WORKS,1 LAMMAS ROAD,LONDON,,ENGLAND,E10 7QT,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,14132 - Manufacture of other women's outerwear,,,,0,0,http://business.data.gov.uk/id/company/15325950,,,,,,,,,,,,,,,,,,,,,17/12/2024,
LEEDS MEADOW LP,LP023458,,,"1ST FLOOR, RICO HOUSE GEORGE STREET",PRESTWICH,MANCHESTER,,,M25 9WS,Limited Partnership,Active,United Kingdom,,2023-12-04,,,,,NO ACCOUNTS FILED,,,0,0,0,0,None Supplied,,,,4,1,http://business.data.gov.uk/id/company/LP023458,,,,,,,,,,,,,,,,,,,,,,
LEESIDE PAINTING CONTRACTORS LIMITED,OE031755,,,KILCOOLE,"KILCULLY, DUBLIN PIKE",CORK,,IRELAND,TS23 XF84,Overseas Entity,Active,IRELAND,,2023-12-04,,,,,NO ACCOUNTS FILED,,,0,0,0,0,None Supplied,,,,0,0,http://business.data.gov.uk/id/company/OE031755,,,,,,,,,,,,,,,,,,,,,17/12/2024,
LEGALLY LASHED LIMITED,15325320,,,FLAT 4 ELWIS HOUSE,BELL GREEN LANE,LONDON,,ENGLAND,SE26 5TP,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,96020 - Hairdressing and other beauty treatment,,,,0,0,http://business.data.gov.uk/id/company/15325320,,,,,,,,,,,,,,,,,,,,,17/12/2024,
LF HOUSING&ACCOMMODATION LTD,15325809,,,37A LAWLEY GATE,,TELFORD,SHROPSHIRE,UNITED KINGDOM,TF4 2NZ,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,55100 - Hotels and similar accommodation,,,,0,0,http://business.data.gov.uk/id/company/15325809,,,,,,,,,,,,,,,,,,,,,17/12/2024,
LIGHTHOUSE COUNSELLING SERVICES FAD LIMITED,15326072,,,30 BATA MEWS,EAST TILBURY,TILBURY,,ENGLAND,RM18 8FR,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,86900 - Other human health activities,,,,0,0,http://business.data.gov.uk/id/company/15326072,,,,,,,,,,,,,,,,,,,,,17/12/2024,
LIMINOS LTD,15326137,,,SPRING COURT,SPRING ROAD,ALTRINCHAM,CHESHIRE,UNITED KINGDOM,WA14 2UQ,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,70229 - Management consultancy activities other than financial management,,,,0,0,http://business.data.gov.uk/id/company/15326137,,,,,,,,,,,,,,,,,,,,,17/12/2024,
LINKWELLDEL LIMITED,NI705816,,,29 LARCHFIELD GARDENS,KILREA,COLERAINE,,NORTHERN IRELAND,BT51 5SB,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,46190 - Agents involved in the sale of a variety of goods,46900 - Non-specialised wholesale trade,47910 - Retail sale via mail order houses or via Internet,,0,0,http://business.data.gov.uk/id/company/NI705816,,,,,,,,,,,,,,,,,,,,,17/12/2024,
LITTLE MISISON LTD,15325593,,,122 OXFORD STREET,,OLDHAM,,ENGLAND,OL9 7SJ,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,"47990 - Other retail sale not in stores, stalls or markets",,,,0,0,http://business.data.gov.uk/id/company/15325593,,,,,,,,,,,,,,,,,,,,,17/12/2024,
LIUJUNHAOHGTFDE LTD,NI705827,,,1277 ANDERSONTOWN ROAD,,BELFAST,,NORTHERN IRELAND,BT11 9AN,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,"46160 - Agents involved in the sale of textiles, clothing, fur, footwear and leather goods",,,,0,0,http://business.data.gov.uk/id/company/NI705827,,,,,,,,,,,,,,,,,,,,,17/12/2024,
LLA FAMILYOFFICE LTD,15325578,,,INTERNATIONAL HOUSE,36-38 CORNHILL,LONDON,,ENGLAND,EC3V 3NG,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)",Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,64209 - Activities of other holding companies n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/15325578,,,,,,,,,,,,,,,,,,,,,17/12/2024,
LOMAS AUTOS LTD,15325360,,,68 TENTERCROFT AVENUE,,SYSTON,LEICESTERSHIRE,UNITED KINGDOM,LE7 2EY,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,45200 - Maintenance and repair of motor vehicles,,,,0,0,http://business.data.gov.uk/id/company/15325360,,,,,,,,,,,,,,,,,,,,,17/12/2024,
LOMAX REFINISHING LTD,15325299,,,7 BELL YARD,,LONDON,,ENGLAND,WC2A 2JR,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,45200 - Maintenance and repair of motor vehicles,,,,0,0,http://business.data.gov.uk/id/company/15325299,,,,,,,,,,,,,,,,,,,,,17/12/2024,
LONDON NICKEL PROJECTS LTD,15325342,,,451 RUSSELL COURT,1-16 WOBURN PLACE,LONDON,,ENGLAND,WC1H 0NJ,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,72190 - Other research and experimental development on natural sciences and engineering,,,,0,0,http://business.data.gov.uk/id/company/15325342,,,,,,,,,,,,,,,,,,,,,17/12/2024,
LONDON SCAFFOLDING PVT LTD,15326109,,,71-75 SHELTON STREET,COVENT GARDEN,LONDON,,UNITED KINGDOM,WC2H 9JQ,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,41201 - Construction of commercial buildings,41202 - Construction of domestic buildings,43991 - Scaffold erection,43999 - Other specialised construction activities n.e.c.,0,0,http://business.data.gov.uk/id/company/15326109,,,,,,,,,,,,,,,,,,,,,17/12/2024,
LONDON THERAPY SPACE LTD,15325431,,,1/F LYTTELTON HOUSE,2 LYTTELTON ROAD,LONDON,,UNITED KINGDOM,N2 0EF,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,68209 - Other letting and operating of own or leased real estate,,,,0,0,http://business.data.gov.uk/id/company/15325431,,,,,,,,,,,,,,,,,,,,,17/12/2024,
LONG GRASS SHORT LTD,15325339,,,124 CITY ROAD,,LONDON,,UNITED KINGDOM,EC1V 2NX,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,81300 - Landscape service activities,95220 - Repair of household appliances and home and garden equipment,,,0,0,http://business.data.gov.uk/id/company/15325339,,,,,,,,,,,,,,,,,,,,,17/12/2024,
LONGHOUSE ENTERPRISES LIMITED,15325822,,,SAMPSON FARM,STACKPOLE,PEMBROKE,PEMBROKESHIRE,UNITED KINGDOM,SA71 5DL,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,01410 - Raising of dairy cattle,,,,0,0,http://business.data.gov.uk/id/company/15325822,,,,,,,,,,,,,,,,,,,,,17/12/2024,
LOOTABE LTD,15325304,,,26/28 BEDFORD ROW,,LONDON,,UNITED KINGDOM,WC1R 4LP,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,47190 - Other retail sale in non-specialised stores,47910 - Retail sale via mail order houses or via Internet,"47990 - Other retail sale not in stores, stalls or markets",,0,0,http://business.data.gov.uk/id/company/15325304,,,,,,,,,,,,,,,,,,,,,17/12/2024,
LOTSOPA LIMITED,15325472,,,27 GRANGE ROAD,ASTON,BIRMINGHAM,,ENGLAND,B6 6LA,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,49410 - Freight transport by road,,,,0,0,http://business.data.gov.uk/id/company/15325472,,,,,,,,,,,,,,,,,,,,,17/12/2024,
LOTUS SHOPPIG LTD,15325589,,,64 ALEXANDRA ROAD,,BIRMINGHAM,,ENGLAND,B5 7NN,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)",Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,47910 - Retail sale via mail order houses or via Internet,,,,0,0,http://business.data.gov.uk/id/company/15325589,,,,,,,,,,,,,,,,,,,,,17/12/2024,
LOVASART LTD,15325827,,,71-75 SHELTON STREET,COVENT GARDEN,LONDON,,UNITED KINGDOM,WC2H 9JQ,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,47910 - Retail sale via mail order houses or via Internet,,,,0,0,http://business.data.gov.uk/id/company/15325827,,,,,,,,,,,,,,,,,,,,,17/12/2024,
LTP CAPITAL HOLDINGS LTD,15325463,,,1 KINGS AVENUE,,LONDON,,UNITED KINGDOM,N21 3NA,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,64209 - Activities of other holding companies n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/15325463,,,,,,,,,,,,,,,,,,,,,17/12/2024,
LUCID STORE-USA LTD,15325829,,,71-75 SHELTON STREET,COVENT GARDEN,LONDON,,UNITED KINGDOM,WC2H 9JQ,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,47910 - Retail sale via mail order houses or via Internet,,,,0,0,http://business.data.gov.uk/id/company/15325829,,,,,,,,,,,,,,,,,,,,,17/12/2024,
LUKE BROWN LIMITED,15325493,,,102 SOUTHOVER STREET,,BRIGHTON,,ENGLAND,BN2 9UD,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,74100 - specialised design activities,,,,0,0,http://business.data.gov.uk/id/company/15325493,,,,,,,,,,,,,,,,,,,,,17/12/2024,
LUMEXUS LTD,NI705820,,,6 MARGARET ST,UNIT 14,NEWRY,,NORTHERN IRELAND,BT34 1DF,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,47910 - Retail sale via mail order houses or via Internet,,,,0,0,http://business.data.gov.uk/id/company/NI705820,,,,,,,,,,,,,,,,,,,,,17/12/2024,
LUMINA CRAFTS LIMITED,15325635,,,"SUITE 3808 UNIT 3A,",34-35 HATTON GARDEN,HOLBORN,LONDON,UNITED KINGDOM,EC1N 8DX,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,47910 - Retail sale via mail order houses or via Internet,,,,0,0,http://business.data.gov.uk/id/company/15325635,,,,,,,,,,,,,,,,,,,,,17/12/2024,
LUMINITA RECRUITMENT LTD,15325477,,,10A DUNSTALL STREET,,SCUNTHORPE,,ENGLAND,DN15 6LD,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,41201 - Construction of commercial buildings,,,,0,0,http://business.data.gov.uk/id/company/15325477,,,,,,,,,,,,,,,,,,,,,17/12/2024,
LUXENO LTD,15325520,,,13 FREELAND PARK WAREHAM ROAD,LYTCHETT MATRAVERS,POOLE,,UNITED KINGDOM,BH16 6FH,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,93130 - Fitness facilities,,,,0,0,http://business.data.gov.uk/id/company/15325520,,,,,,,,,,,,,,,,,,,,,17/12/2024,
LVMUFENG LTD,15325648,,,"577 ABBEY FOREGATE, SHREWSBURY",,SHROPSHIRE,,UNITED KINGDOM,SY2 6QA,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,"46160 - Agents involved in the sale of textiles, clothing, fur, footwear and leather goods",46190 - Agents involved in the sale of a variety of goods,46499 - Wholesale of household goods (other than musical instruments) n.e.c.,"47820 - Retail sale via stalls and markets of textiles, clothing and footwear",0,0,http://business.data.gov.uk/id/company/15325648,,,,,,,,,,,,,,,,,,,,,17/12/2024,
LYRIX TELECOM LIMITED,15325322,,,85 GREAT PORTLAND STREET,FIRST FLOOR,LONDON,,ENGLAND,W1W 7LT,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,82990 - Other business support service activities n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/15325322,,,,,,,,,,,,,,,,,,,,,17/12/2024,
M APEX CONSULTANCY LTD,15325748,,,143 EASTFIELD ROAD,,PETERBOROUGH,,UNITED KINGDOM,PE1 4AU,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,86230 - Dental practice activities,,,,0,0,http://business.data.gov.uk/id/company/15325748,,,,,,,,,,,,,,,,,,,,,17/12/2024,
M&I SON CONSTRUCTION LTD,15326085,,,72 LONG ELMES,,HARROW,,ENGLAND,HA3 5JY,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,41201 - Construction of commercial buildings,,,,0,0,http://business.data.gov.uk/id/company/15326085,,,,,,,,,,,,,,,,,,,,,17/12/2024,
M&N ESTATES (MIDLANDS) LIMITED,15325896,,,213 STATION ROAD,STECHFORD,BIRMINGHAM,,ENGLAND,B33 8BB,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,96090 - Other service activities n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/15325896,,,,,,,,,,,,,,,,,,,,,17/12/2024,
M.ABDULREHMAN LTD,15325514,,,49 DUCKWORTH,,DARWEN,,UNITED KINGDOM,BB3 1AR,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,"47990 - Other retail sale not in stores, stalls or markets",,,,0,0,http://business.data.gov.uk/id/company/15325514,,,,,,,,,,,,,,,,,,,,,17/12/2024,
MACKS SECURITY CONSULTAION NE LIMITED,15326061,,,FLAT B 23-25 KINGS ROAD,NORTH ORMESBY,MIDDLESBROUGH,,ENGLAND,TS3 6NG,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,80100 - Private security activities,,,,0,0,http://business.data.gov.uk/id/company/15326061,,,,,,,,,,,,,,,,,,,,,17/12/2024,
MAILTIMERS LTD,15325497,,,"167-169 GREAT PORTLAND STREET, 5TH FLOOR",,LONDON,,UNITED KINGDOM,W1W 5PF,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,58290 - Other software publishing,62012 - Business and domestic software development,62020 - Information technology consultancy activities,63120 - Web portals,0,0,http://business.data.gov.uk/id/company/15325497,,,,,,,,,,,,,,,,,,,,,17/12/2024,
MAJESTIC ECOM LTD,15325481,,,OFFICE 67,182-184 HIGH STREET NORTH,LONDON,,UNITED KINGDOM,E6 2JA,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,47710 - Retail sale of clothing in specialised stores,,,,0,0,http://business.data.gov.uk/id/company/15325481,,,,,,,,,,,,,,,,,,,,,17/12/2024,
MAJORCARERS PVT LIMITED,15325389,,,24 CHURCH VIEW,,ST. NEOTS,,UNITED KINGDOM,PE19 2BB,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,87300 - Residential care activities for the elderly and disabled,,,,0,0,http://business.data.gov.uk/id/company/15325389,,,,,,,,,,,,,,,,,,,,,17/12/2024,
MAKEMYIDEA LIMITED,15325837,,,39 EASTLEIGH ROAD,,BEXLEYHEATH,,UNITED KINGDOM,DA7 6LT,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,18129 - Printing n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/15325837,,,,,,,,,,,,,,,,,,,,,17/12/2024,
MALPAS EYEWEAR LIMITED,15326129,,,TRUST HOUSE,5 NEW AUGUSTUS STREET,BRADFORD,,ENGLAND,BD1 5LL,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,47782 - Retail sale by opticians,,,,0,0,http://business.data.gov.uk/id/company/15326129,,,,,,,,,,,,,,,,,,,,,17/12/2024,
MANUKA HOLDCO LIMITED,15325657,,,FLAT 13 SUTHERLAND HOUSE,133-135 QUEENSTOWN ROAD,BATTERSEA,,UNITED KINGDOM,SW8 3RJ,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,64209 - Activities of other holding companies n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/15325657,,,,,,,,,,,,,,,,,,,,,17/12/2024,
MARCH TAXIS LTD,15325620,,,35 HIGH STREET,,MARCH,,UNITED KINGDOM,PE15 9JN,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,49320 - Taxi operation,,,,0,0,http://business.data.gov.uk/id/company/15325620,,,,,,,,,,,,,,,,,,,,,17/12/2024,
MARIM INTERNATIONAL LTD,15325574,,,90 FITZSTEPHEN ROAD,,DAGENHAM,,ENGLAND,RM8 2YL,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,52290 - Other transportation support activities,,,,0,0,http://business.data.gov.uk/id/company/15325574,,,,,,,,,,,,,,,,,,,,,17/12/2024,
MARISYADA LIMITED,15325459,,,29 ALDER GROVE,LANCASHIRE,LYTHAM,,UNITED KINGDOM,FY8 4LA,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,47910 - Retail sale via mail order houses or via Internet,,,,0,0,http://business.data.gov.uk/id/company/15325459,,,,,,,,,,,,,,,,,,,,,17/12/2024,
MARLEX CONSTRCUT LIMITED,15326151,,,FLAT 4,61 WESTWOOD ROAD,BIRMINGHAM,,ENGLAND,B6 7DX,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,41202 - Construction of domestic buildings,,,,0,0,http://business.data.gov.uk/id/company/15326151,,,,,,,,,,,,,,,,,,,,,17/12/2024,
MASH10 LTD,15325702,,,284 CHASE ROAD A BLOCK UNIT 622,2ND FLOOR,LONDON,,UNITED KINGDOM,N14 6HF,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,47910 - Retail sale via mail order houses or via Internet,,,,0,0,http://business.data.gov.uk/id/company/15325702,,,,,,,,,,,,,,,,,,,,,17/12/2024,
MASTER BRAZIL LIMITED,15326104,,,"UPPER GROUND FLOOR, STREATE PLACE",ST PETERS ROAD,BOURNEMOUTH,DORSET,UNITED KINGDOM,BH1 2LT,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,56101 - Licensed restaurants,,,,0,0,http://business.data.gov.uk/id/company/15326104,,,,,,,,,,,,,,,,,,,,,17/12/2024,
MASTER UNEARTH LTD,15326067,,,MINSHULL HOUSE,67 WELLINGTON ROAD NORTH,STOCKPORT,CHESHIRE,UNITED KINGDOM,SK4 2LP,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,20420 - Manufacture of perfumes and toilet preparations,,,,0,0,http://business.data.gov.uk/id/company/15326067,,,,,,,,,,,,,,,,,,,,,17/12/2024,
MATCONSTRUCT LTD,15325269,,,33 AINSLIE ROAD,,IPSWICH,,ENGLAND,IP1 2JU,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,41201 - Construction of commercial buildings,,,,0,0,http://business.data.gov.uk/id/company/15325269,,,,,,,,,,,,,,,,,,,,,17/12/2024,
MAXIMLOG LIMITED,15325471,,,2 ALDER GROVE,LANCASHIRE,LYTHAM,,UNITED KINGDOM,FY8 4LA,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,47910 - Retail sale via mail order houses or via Internet,,,,0,0,http://business.data.gov.uk/id/company/15325471,,,,,,,,,,,,,,,,,,,,,17/12/2024,
MAZHIQIANG LIMITED,SC791272,,,FLAT 206 GALLERY APARTMENTS,2 PORT DUNDAS PLACE,GLASGOW,,SCOTLAND,G2 3LD,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,14190 - Manufacture of other wearing apparel and accessories n.e.c.,"46160 - Agents involved in the sale of textiles, clothing, fur, footwear and leather goods",46190 - Agents involved in the sale of a variety of goods,46450 - Wholesale of perfume and cosmetics,0,0,http://business.data.gov.uk/id/company/SC791272,,,,,,,,,,,,,,,,,,,,,17/12/2024,
MC BRICKWORK AND ALL BUILDING SOLUTIONS LTD,15326081,,,1 BLAISE DELL VIEW,,HENBURY,BRISTOL,ENGLAND,BS 10 7XB,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,43390 - Other building completion and finishing,,,,0,0,http://business.data.gov.uk/id/company/15326081,,,,,,,,,,,,,,,,,,,,,17/12/2024,
MCCOMB PROPERTY HOLDINGS LIMITED,15325906,,,9 MOORGATE,,ORMSKIRK,,UNITED KINGDOM,L39 4RT,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,64209 - Activities of other holding companies n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/15325906,,,,,,,,,,,,,,,,,,,,,17/12/2024,
MCKNIGHT FBA LTD,NI705796,,,2 BIRCHDALE MANOR,LURGAN,CRAIGAVON,,NORTHERN IRELAND,BT66 7SY,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,47910 - Retail sale via mail order houses or via Internet,,,,0,0,http://business.data.gov.uk/id/company/NI705796,,,,,,,,,,,,,,,,,,,,,17/12/2024,
MEADOWFARM LIFESTYLE LIMITED,15325886,,,MEADOWBANK FARM,DALESIDE PARK,DARLEY,NORTH YORKSHIRE,UNITED KINGDOM,HG3 2PX,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,47190 - Other retail sale in non-specialised stores,,,,0,0,http://business.data.gov.uk/id/company/15325886,,,,,,,,,,,,,,,,,,,,,17/12/2024,
MEDILLECT LTD,15325661,,,"3RD FLOOR, 86-90",PAUL STREET,LONDON,ENGLAND,UNITED KINGDOM,EC2A 4NE,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,62020 - Information technology consultancy activities,62090 - Other information technology service activities,86210 - General medical practice activities,86220 - Specialists medical practice activities,0,0,http://business.data.gov.uk/id/company/15325661,,,,,,,,,,,,,,,,,,,,,17/12/2024,
